2.265279377978963809e-04,9.526336267939012714e-05,-2.422526578058871970e-03,-2.736113048529647510e-04
3.470722188835684285e-01,6.968777037107717898e-02,2.975205747851989574e-02,2.129171939792050272e-02
6.970600849164559909e-01,1.327271741517158377e-01,8.793346871513200991e-02,5.321683268162172992e-02
1.052854741063584454e+00,1.840243627082072397e-01,1.938285050443618041e-01,1.042279541468952436e-01
1.415563675876211569e+00,2.210013246129525766e-01,3.612802488816979074e-01,1.798395800670843647e-01
1.782956652987643276e+00,2.445769166002531025e-01,5.939884947225735345e-01,2.809767515590454456e-01
2.147615649411678262e+00,2.593248482899332963e-01,8.847828783202066338e-01,4.030746362652679604e-01
2.496120540524704001e+00,2.725777910866225007e-01,1.216450468866106194e+00,5.360469831079183178e-01
2.810298647636165548e+00,2.924404577170480191e-01,1.563960168449571198e+00,6.654239897047550256e-01
3.070831040212249619e+00,3.251492144003259588e-01,1.897864618454396135e+00,7.747600369827997158e-01
3.262395792452720045e+00,3.726598019550333429e-01,2.188595795345308570e+00,8.490075177457505617e-01
3.378551789536810013e+00,4.314693761647737658e-01,2.411241194598052306e+00,8.781478638837914019e-01
3.424265858581179600e+00,4.933714586226691234e-01,2.550140618629070488e+00,8.601017183262341659e-01
3.414582902014241306e+00,5.481087741236089217e-01,2.602398452264906403e+00,8.019215635907894768e-01
3.369325700745283481e+00,5.870617815340218870e-01,2.579320201346861463e+00,7.186632112732547206e-01
3.305374376176434925e+00,6.065397197229416282e-01,2.505036350826209901e+00,6.299789778454181199e-01
3.229305470282537449e+00,6.092460683676380606e-01,2.412190260570798994e+00,5.552524398425703334e-01
3.133395925507939772e+00,6.031515187856831828e-01,2.335425345894375670e+00,5.086891901749250877e-01
2.996994320380636179e+00,5.980690004193048859e-01,2.304172032379447899e+00,4.959054755142938142e-01
2.793358009842856760e+00,6.012362631427762283e-01,2.336605518343050303e+00,5.131768083184015117e-01
2.499930399067153974e+00,6.137481230704928681e-01,2.436395417823774334e+00,5.496411734302656393e-01
2.108527170348402535e+00,6.294093935024832609e-01,2.593046147362988219e+00,5.916838347313250202e-01
1.631653714949841349e+00,6.366207383527354713e-01,2.785500686164873674e+00,6.279318986363056077e-01
1.102373672987059239e+00,6.226491225940371521e-01,2.987698260882330814e+00,6.530287038958288992e-01
5.673578800795554544e-01,5.786139499870850411e-01,3.174312748815543817e+00,6.688049643591232885e-01
7.518424821323105300e-02,5.031810061669198531e-01,3.325126426190352813e+00,6.824957001586696714e-01
-3.362967307861721711e-01,4.034761484294954181e-01,3.427274115151794920e+00,7.028117378739737742e-01
-6.493443959610079030e-01,2.928771725538861226e-01,3.475547666610977249e+00,7.355529055194511834e-01
-8.693916226977663753e-01,1.866131650459172953e-01,3.471634063662523140e+00,7.806069364743551953e-01
-1.020936254115931474e+00,9.691409687308123744e-02,3.423235359437104552e+00,8.315934297984191037e-01
-1.137867884867795665e+00,2.957981738316583023e-02,3.343555375253293604e+00,8.782720562943771014e-01
-1.251693165878034586e+00,-1.688478485318976527e-02,3.250863814541867125e+00,9.106312530868559962e-01
-1.381685292535185683e+00,-4.953078265129752522e-02,3.167269676565493963e+00,9.228695125313368663e-01
-1.530111034761139299e+00,-7.758817136682980009e-02,3.115869036192014274e+00,9.155192570421553100e-01
-1.683775529364603507e+00,-1.089610322763749084e-01,3.116099847872095374e+00,8.947761756005513378e-01
-1.820868057109837013e+00,-1.479052316599299699e-01,3.178235577976752602e+00,8.693178193027646383e-01
-1.920310171818863321e+00,-1.945122769582751099e-01,3.298878160942601667e+00,8.459998418283619648e-01
-1.970129706342768960e+00,-2.457639800221113335e-01,3.459560225840921266e+00,8.263228811297382848e-01
-1.971952487482201199e+00,-2.973324996484586480e-01,3.629816489979949878e+00,8.052606665137496122e-01
-1.940253238907117650e+00,-3.451787560369501406e-01,3.774551064385418098e+00,7.730663825314114668e-01
-1.896947946649863326e+00,-3.863765022987246667e-01,3.863743575534394736e+00,7.194205453481137269e-01
-1.863522084827331060e+00,-4.191269674577563498e-01,3.881334801199701534e+00,6.383174539084021104e-01
-1.853641427671284259e+00,-4.424089110093589738e-01,3.830060413860051138e+00,5.317143321356383456e-01
-1.868854671893156683e+00,-4.557978683786312879e-01,3.730245504552541558e+00,4.104348424114354632e-01
-1.898782964600829848e+00,-4.597265432357239834e-01,3.612704718901981860e+00,2.918725365714733844e-01
-1.925537085560206085e+00,-4.560316121042602422e-01,3.508131631731048028e+00,1.951845954566251984e-01
-1.930624377927948609e+00,-4.482770410766521718e-01,3.436749480667074419e+00,1.356247777918396791e-01
-1.901806936550134663e+00,-4.413301413135211626e-01,3.401981053871201865e+00,1.199097554202284560e-01
-1.837493070578126275e+00,-4.400369418769250474e-01,3.390398256568319724e+00,1.441427401373421846e-01
-1.747196213913356111e+00,-4.473645447439153489e-01,3.377841700306297046e+00,1.948975858453792509e-01
-1.648046276240265451e+00,-4.628131878905887286e-01,3.339255447497865070e+00,2.530313223359834662e-01
-1.558740108816337511e+00,-4.819773815198774014e-01,3.258429954481505408e+00,2.989596118111151335e-01
-1.493184400728600147e+00,-4.977213099440636612e-01,3.133992414013452521e+00,3.177830945716252908e-01
-1.456132302855448257e+00,-5.027330376584940863e-01,2.979556463374768871e+00,3.028441089316035728e-01
-1.442326426022103814e+00,-4.925341655252045148e-01,2.818286088923851462e+00,2.568278148076505452e-01
-1.439321530298278917e+00,-4.676700895200853192e-01,2.674286121224527690e+00,1.902925547389727745e-01
-1.432806681071619348e+00,-4.340476739184242483e-01,2.564309927689595092e+00,1.181902745439359775e-01
-1.412324030050452484e+00,-4.011077927983817126e-01,2.492936210259147689e+00,5.540186222576296698e-02
-1.375196458278862277e+00,-3.784332164177685032e-01,2.452772741821214186e+00,1.250729031800796275e-02
-1.327211884491561911e+00,-3.721257308049759072e-01,2.429128269068749013e+00,-7.103678109327992395e-03
-1.279914306359990039e+00,-3.824297547294746025e-01,2.406859314347198797e+00,-8.008229621687120575e-03
-1.245683435965414532e+00,-4.036286806860771015e-01,2.376410266162543472e+00,-1.176008217250492857e-03
-1.232663605593436573e+00,-4.263065898210497973e-01,2.336669794504234066e+00,-4.047881071823072473e-04
-1.241610492048978331e+00,-4.410805562341084674e-01,2.293808554458413695e+00,-1.770785080227129174e-02
-1.265906495505060070e+00,-4.422843800519287161e-01,2.257054063071826544e+00,-5.896619734138736080e-02
-1.294665887994907116e+00,-4.300736394591530565e-01,2.233574656587758778e+00,-1.212123639715550899e-01
-1.317540937045799776e+00,-4.100497869824034636e-01,2.224864808546832329e+00,-1.925371923825058840e-01
-1.329138675889809385e+00,-3.905169313470190917e-01,2.226162452474742981e+00,-2.548784473715899890e-01
-1.331116974445838652e+00,-3.784642530637994939e-01,2.228959799374393480e+00,-2.890524912985328876e-01
-1.331052618190460279e+00,-3.759408675236554642e-01,2.225254059901586867e+00,-2.805930160698674181e-01
-1.338564975783416156e+00,-3.783852285952469252e-01,2.211464951120525768e+00,-2.245658053745695493e-01
-1.360398014815148882e+00,-3.757488992458938304e-01,2.190171210076063524e+00,-1.277556711011909318e-01
-1.396648774347570621e+00,-3.561568678150391909e-01,2.168895339953578194e+00,-7.409325232300299248e-03
-1.439853576316611594e+00,-3.108408731188569973e-01,2.156520855137286752e+00,1.131834519947359230e-01
-1.477439802083459819e+00,-2.384992610839189731e-01,2.159001039368888986e+00,2.109340312916012927e-01
-1.496562478404893426e+00,-1.473347665374110105e-01,2.176320145519153204e+00,2.690854020934231872e-01
-1.489294364268442861e+00,-5.378149010230503374e-02,2.202082414800708321e+00,2.813260070447931027e-01
-1.455947779879319448e+00,2.192243714468986721e-02,2.225932109062169761e+00,2.526926263064243061e-01
-1.405074636348137451e+00,6.202251083784508789e-02,2.237770837401329871e+00,1.971475411996277127e-01
-1.350113581569406529e+00,5.732682564358108218e-02,2.231971665107797431e+00,1.328083861872633720e-01
-1.304083488480354269e+00,1.095225235562956138e-02,2.209795627220293213e+00,7.647558336258826472e-02
-1.274589012033864988e+00,-6.172821195740464673e-02,2.179004339351914954e+00,3.921471015429545820e-02
-1.261243761260816054e+00,-1.372027196408445726e-01,2.150825762729631663e+00,2.421983007806753629e-02
-1.256581541251921230e+00,-1.908777118480724233e-01,2.135510462137850674e+00,2.735124571870213225e-02
-1.249998272600627569e+00,-2.048886483427152794e-01,2.138262894826470362e+00,3.982340442045496226e-02
-1.232977992976461490e+00,-1.740628764605134382e-01,2.157137434536224418e+00,5.191389733246330740e-02
