5.601821440594430642e-08,-2.730117853427741142e-08,4.519875286078068933e-08,1.313714724981661098e-08
1.260046081813918705e-07,-5.624468845450415339e-06,-1.309714356103749378e-06,-1.085388202590141403e-06
2.056416788609769154e-08,-1.067565954655059907e-05,-2.922025364134901258e-06,-2.211526720164742685e-06
-5.304572787232411723e-07,-1.494390255057032625e-05,-5.019595365210431145e-06,-3.457125123775436725e-06
-1.868709548456975027e-06,-1.861118502581013873e-05,-7.752782805875083191e-06,-4.976922116318355553e-06
-4.252346620514570880e-06,-2.211950163756231261e-05,-1.113644443322135124e-05,-6.905304991193061446e-06
-7.674893102449958891e-06,-2.584679934197885802e-05,-1.501800051434729706e-05,-9.240465925425141757e-06
-1.179668635886855767e-05,-2.982426009545415433e-05,-1.910830128486407575e-05,-1.178124513204027789e-05
-1.604863043876913095e-05,-3.367059691377400526e-05,-2.307758648384161375e-05,-1.417758535411288453e-05
-1.984495138471817000e-05,-3.678053695903833964e-05,-2.666875279122438909e-05,-1.608098566107816953e-05
-2.277440373305010020e-05,-3.865066838734856479e-05,-2.975746758625934376e-05,-1.730584156772352293e-05
-2.467416284693607487e-05,-3.915222657177776520e-05,-3.231877395486270710e-05,-1.789442962988472671e-05
-2.558592726310732798e-05,-3.860211571490769505e-05,-3.432866053583315025e-05,-1.804039501038859542e-05
-2.566669464092471463e-05,-3.760314679007742021e-05,-3.568627566864623218e-05,-1.792829321000895449e-05
-2.512686461144291648e-05,-3.674513407359340181e-05,-3.623704125826730246e-05,-1.761295048545086423e-05
-2.421364063204425635e-05,-3.631632203601711155e-05,-3.590283447775961405e-05,-1.703438015973536652e-05
-2.320809599524307110e-05,-3.615434133215780310e-05,-3.483248740885860244e-05,-1.615494133848333302e-05
-2.240158202292041667e-05,-3.569339668571511101e-05,-3.344787318563010442e-05,-1.509890920647058622e-05
-2.205083688822439411e-05,-3.418049226974228437e-05,-3.231780196316188960e-05,-1.416028725491648997e-05
-2.233855818425823305e-05,-3.097030467880208175e-05,-3.191021010547749490e-05,-1.364384692892250412e-05
-2.335929072293974846e-05,-2.578238620730184135e-05,-3.236658805029023997e-05,-1.364451041523045369e-05
-2.512126107743219061e-05,-1.882015543785202182e-05,-3.343991495265025431e-05,-1.393838065816000809e-05
-2.754043721225998457e-05,-1.070630566383389313e-05,-3.463449618143964545e-05,-1.409088848221897706e-05
-3.042229233636230249e-05,-2.268303100872909140e-06,-3.545754130269134646e-05,-1.372825404937560489e-05
-3.345958841224464143e-05,5.724434547856519556e-06,-3.563059806808998881e-05,-1.278829898360446075e-05
-3.628223737906555765e-05,1.275199496018848471e-05,-3.515193360362713526e-05,-1.157082728257576800e-05
-3.856139487068421801e-05,1.859143630310765500e-05,-3.420922830948250245e-05,-1.054773241804371061e-05
-4.011895551629209754e-05,2.323639984698095358e-05,-3.303160781501583010e-05,-1.006388788943873841e-05
-4.097315041398611889e-05,2.677742192267844391e-05,-3.178156429781505186e-05,-1.013348121308565449e-05
-4.128754967636479511e-05,2.933805542569398504e-05,-3.052989653975928029e-05,-1.046062299487481439e-05
-4.126074707965621648e-05,3.109804170910130750e-05,-2.929015671939945372e-05,-1.065087506873260699e-05
-4.104160406796532177e-05,3.234957695153493960e-05,-2.806551498662623602e-05,-1.045487434358308843e-05
-4.073579530853307598e-05,3.349369677526142981e-05,-2.688421116327689250e-05,-9.884692680924204544e-06
-4.049126018666160637e-05,3.492543411880069654e-05,-2.582772624416854090e-05,-9.153251992833629937e-06
-4.057373241891526364e-05,3.684934039384126636e-05,-2.505312696730676398e-05,-8.512995012716660781e-06
-4.133272966070879661e-05,3.914134042029706424e-05,-2.478376750666439683e-05,-8.118234997243892388e-06
-4.303344893778053185e-05,4.136760799429310063e-05,-2.523231183980649149e-05,-7.985317149658151237e-06
-4.564196578910317679e-05,4.298219822147541006e-05,-2.646042057634827120e-05,-8.034448900252244330e-06
-4.871589324118101697e-05,4.360901076578393022e-05,-2.824908006939384056e-05,-8.145859602968825278e-06
-5.151238620893702758e-05,4.324959423492513375e-05,-3.008961713836455704e-05,-8.183467007709135075e-06
-5.329389872022157387e-05,4.229243774830656439e-05,-3.135601600245544661e-05,-7.996999558480015404e-06
-5.367487830431905284e-05,4.131211917575428727e-05,-3.159882917436549209e-05,-7.446910492265347638e-06
-5.280662975666334386e-05,4.076961927331173696e-05,-3.079375236577121391e-05,-6.472655621389486649e-06
-5.128323332873669960e-05,4.078300172910087027e-05,-2.937569511381037948e-05,-5.168776197278686877e-06
-4.981928658723798893e-05,4.109574775007001832e-05,-2.801148829820095595e-05,-3.800668252435884760e-06
-4.889023710090038355e-05,4.125352465239548889e-05,-2.723648338950118835e-05,-2.719351878628860439e-06
-4.854443122855060442e-05,4.087930783428978979e-05,-2.717725439933498977e-05,-2.204496480610704154e-06
-4.847894026472881476e-05,3.988267054708027263e-05,-2.752857336758150316e-05,-2.323792046177698025e-06
